,0,fname
0,3.904160467718031,c74683e339b9b830.jpeg
1,-0.5962475067240464,9a51313574c545cb.jpeg
2,2.3740546574018144,044d59694f1a3b0a.jpeg
3,-1.304252905294721,72733261b09399d1.png
4,0.4977393443953438,070f0c0d5d142f00.jpeg
5,4.509728370963154,2dc9ccf4545595bd.jpeg
6,-1.3671425059954203,d859b6d2c149a2a9.jpeg
7,-2.816589023329253,4d60525c3c3e3e66.jpeg
8,-0.29206134925912264,fce7e5b55a9535d6.jpeg
9,-1.108846638173243,662e0c63a377fe7e.jpeg
10,2.0061144906567856,0000ccc848368900.jpeg
11,0.7816910190383503,f2d2b1b1cdcc2931.jpeg
12,-0.5786780124056291,4146c73716b5b534.jpeg
13,5.050814900628836,9539796523a32722.jpeg
14,-1.4255029961137258,88892f2733e7e3c7.jpeg
15,1.1820854017307012,061a512528898981.jpeg
16,0.3736552056192295,c684525666868a92.jpeg
17,-2.477748009606308,375f7c1e33d5cc68.jpeg
18,-2.6960824065015476,1cf421d112d6ccda.jpeg
19,-1.78861015733406,1e3cd0d83a55cdb2.jpeg
20,0.08420407667171953,28130d276def6e7d.jpeg
21,-2.4370980786642233,06646168d6dacc81.jpeg
22,-0.5499858468304913,09899d9a3267c823.jpeg
23,-1.7109293857332422,6677f3cd3e7ef6fe.jpeg
24,-1.7457761349385021,d8dadc7c3e9c81ab.jpeg
25,-2.3927789422083237,47731ad387878383.jpeg
26,-2.173665204167103,797ed0c0e2d746d8.jpeg
27,-0.6689880451114328,e0e86ae4b266e599.jpeg
28,-0.929669008400615,f1d9b5a4eb692b6b.jpeg
29,0.35331639546468363,c4c13c06f271c990.jpeg
30,0.005970029601088915,c645c3e2b69fc0f0.jpeg
31,3.4307246115631127,e061d8902c299300.jpeg
32,-1.825086480876695,f8b0bcd85bccc7b2.jpeg
33,-2.4780676521309877,66d3191382a2a020.jpeg
34,-3.1785684975247293,86f6465a46f46d6d.jpeg
35,-1.35503956652099,78e2e1f08ccbcfd7.jpeg
36,-2.0597831672467257,0719252465c9f4ee.jpeg
37,-3.2628303105405703,e5c988cbdad8d0b3.jpeg
38,-1.7116055198992783,9ec8013d4466c3c1.jpeg
39,-1.7141409036547974,bebf3ab3f937ecfc.jpeg
40,-2.08119910437629,e8c386b6c6f4b2b1.jpeg
41,-2.711691394831846,e0c8d8c9c6d26526.jpeg
42,-2.0384697833528627,e3c959b199e8627a.jpeg
43,-2.430449889415593,4129a96c9a3376b1.jpeg
44,-1.3617032633966668,864e4623d8bae992.jpeg
45,0.13646708260200735,262e2c1ed22c1a5a.jpeg
46,-0.454312662237447,e0d0797e5e16a6ae.jpeg
47,-2.5801528227003723,c353a477b6900a06.jpeg
48,-0.22967944968906537,e62ebab5378381e0.jpeg
49,-1.983081498221223,ecccc2cb491f7a78.jpeg
50,6.056608948583851,2333b33970021303.jpeg
51,1.5700297894216557,70280b1376cf9c70.jpeg
52,-2.4083841229343133,c3f8fbfbef977749.jpeg
53,-0.06919355614018691,a3c7776f26674fdb.jpeg
54,-1.5790095966880442,08006567257211b1.jpeg
55,4.936581103167108,0336724f27efcec7.jpeg
56,-2.5380710443806187,fbff65679bdef6fe.jpeg
57,5.010702712471525,01000973e7e60044.jpeg
58,-2.0686005344699674,7263e72689005359.png
59,5.439694247024177,43c7933162e2ad96.jpeg
60,5.075347791769866,9393a6c4c3d0e032.jpeg
61,-2.4350010980100514,c85b92908798d0f9.jpeg
62,-2.823322133363323,b9189c7c584252ec.jpeg
63,2.6370788080661756,5e7b230aca4e9fbc.jpeg
64,1.6924469303810916,5e5e5ecec6cc3b3f.jpeg
65,0.3224020472786768,d9d3d3768e8edb71.jpeg
66,-2.7597760091674903,4192266554cfa5e5.jpeg
67,-3.1918233420346254,36359ae2251d8e1d.jpeg
68,5.61353277146217,02003726ce4f0002.jpeg
69,2.0871592867219104,6b3f24c47474351d.jpeg
70,-2.5597860793288367,0303906686b462e6.jpeg
71,4.376960964212776,27a7a2716be0b0b8.jpeg
72,1.6403433128892968,b7b48dbc386300d8.jpeg
73,5.93706022382279,7cbe8ea484c8ccc7.jpeg
74,-0.041107547411931046,f7e960e557e77f74.jpeg
75,-2.3346828626375,f8eee4e9c94c46d6.jpeg
76,-1.3505151665350152,eee8e1e0eacffdb4.jpeg
77,-2.6335436358676643,482c9f8f972a2606.jpeg
78,2.928670765593226,0787e6ac8c99699e.jpeg
79,4.631022886796128,590332562fefc667.jpeg
80,0.39346933529112715,090c4c898b8f83c0.jpeg
81,-1.818157219877006,b8ecccc8d0e79705.jpeg
82,4.614735920816243,8484840d79696130.jpeg
83,-1.5173557635254271,6a64e6e4f472b435.jpeg
84,0.5551182632856372,8ccc56114be6f614.jpeg
85,-1.461827638473352,00b0e4c0d4c8e8b4.jpeg
86,2.0904773540751864,ba5c6e635c183428.jpeg
87,-1.7549166615588592,c5e4e4e2e6e6f0c8.jpeg
88,-0.31912721131965105,264e4624894be0f4.jpeg
89,-2.148568288474045,ac9ebedfd7beda26.jpeg
90,-2.8434530656475956,109404061c69f6ea.jpeg
91,-1.7997527801516002,091c168ecb36690c.jpeg
92,-3.0196290859695694,3f7d26f4c8c0c6c2.jpeg
93,3.977333368201214,949d8d8d9d89cade.jpeg
94,-2.1960195531650353,b2dad8f239b9abf3.jpeg
95,0.008413121542103554,d8fc3d9d9cb7f7f6.jpeg
96,-1.409709043030363,133321a1613169cd.jpeg
97,-1.342819548609597,c7cfef9ebd7c525b.jpeg
98,-1.5666112743591607,595b53dbc2e4ad67.jpeg
99,3.957825230420369,c0f4f8fc7c6dcf9a.jpeg
100,-2.096797509408924,e02094c45cf1e1f1.jpeg
101,0.9561390547328026,afadca4a96bc7a7e.jpeg
102,2.375604961337262,20c4809212222aca.jpeg
103,2.5600690630344793,88dcccf9eb4ecc83.jpeg
104,-2.452521100943042,d0c2480141200804.jpeg
105,-0.7398543353369863,3d9dddcfcf573257.jpeg
106,-1.608720618707994,98d9c71ff2649871.jpeg
107,-2.387461981917881,616175f1f939a596.jpeg
108,-1.3258545821988938,b1990f1bda0d1343.jpeg
109,-2.116215413664538,e8e8e6c6e4a6273e.jpeg
110,-3.4203710596271186,262465584c4c9e1e.jpeg
